GCA_014378125.1,60,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Vitreoscilla sp.,
GCA_001908235.1,1680160,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. NAS96.2,
GCA_001262595.1,1692501,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. ARG-1,
GCA_001297705.1,1705393,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. ERMR1:04,
GCA_003955655.1,1705714,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. 369,
GCA_001412655.1,1727164,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. PACM 27299,
GCA_014529705.1,1729892,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium campsiandrae,
GCA_001455965.1,1730094,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. GXS13,
GCA_001421825.1,1736217,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. Leaf38,
GCA_001422165.1,1736242,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. Leaf86,
GCA_001422885.1,1736254,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. Leaf104,
GCA_001423285.1,1736257,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. Leaf111,
GCA_001423085.1,1736265,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. Leaf125,
GCA_001423615.1,1736279,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. Leaf159,
GCA_001424345.1,1736287,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. Leaf177,
GCA_001424005.1,1736299,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. Leaf198,
GCA_001423845.1,1736350,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. Leaf357,
GCA_001424445.1,1736352,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. Leaf361,
GCA_001424755.1,1736379,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Marmoricola,Marmoricola sp. Leaf446,
GCA_001426245.1,1736421,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus sp. Root101,
GCA_001425025.1,1736431,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. Root122,
GCA_001426545.1,1736457,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. Root135,
GCA_001426945.1,1736466,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Pseudolabrys,Pseudolabrys sp. Root1462,
GCA_001428145.1,1736479,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,Rhizobacter sp. Root16D2,
GCA_001428505.1,1736484,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Terrabacter,Terrabacter sp. Root181,
GCA_001428745.1,1736496,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Leifsonia,Leifsonia sp. Root227,
GCA_001424785.1,1736511,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,Rhizobacter sp. Root29,
GCA_001425865.1,1736528,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,Rhizobacter sp. Root404,
GCA_001427915.1,1736562,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Phycicoccus,Phycicoccus sp. Root563,
GCA_001428185.1,1736589,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. Root695,
GCA_009765735.1,1747220,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus,Xenophilus sp. L33,
GCA_009765755.1,1747221,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter sp. L36,
GCA_009765835.1,1747222,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sp. L56,
GCA_009765975.1,1747223,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,Acidisphaera sp. S103,
GCA_009766105.1,1747224,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sp. S156,
GCA_009766125.1,1747225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,Acidisoma sp. S159,
GCA_009766095.1,1747226,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sp. S190,
GCA_001464035.1,1752203,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,,Bradyrhizobiaceae bacterium Ga0074131,
GCA_001542415.1,1755647,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium macuxiense,
GCA_007993935.1,1755647,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium macuxiense,
GCA_900107945.1,1761798,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. 190mf,
GCA_900116245.1,1761801,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp. yr668,
GCA_002211285.1,1764275,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. R635,
GCA_001556095.1,1768755,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. CCH16-B10,
GCA_001557375.1,1768784,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp. CCH12-B4,
GCA_014643375.1,1776957,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas glaciei,
GCA_001544975.2,1777142,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia arationis,
GCA_001758545.1,1781067,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. HH105,
GCA_001969825.1,1783512,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. UFLA 03-321,
GCA_001557535.2,1795043,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. PAMC 26561,
GCA_001577365.1,1795630,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Frondihabitans,Frondihabitans sp. PAMC 28766,
GCA_001577465.1,1795874,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. PAMC 28687,
GCA_004011805.1,1796922,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Piscinibacter,Piscinibacter defluvii,
GCA_900107895.1,1798223,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Leifsonia,Leifsonia sp. 21MFCrub1.1,
GCA_007827835.1,1803665,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium stylosanthis,
GCA_003254505.1,1813876,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium hankyongense,
GCA_007859635.1,1813879,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas panacisoli,
GCA_015206895.1,1828643,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. LEGE 12450,
GCA_001673405.1,1834073,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 1245111.1,
GCA_900157375.1,1841860,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium rhizamassiliense,
GCA_900157365.1,1841861,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium numidiamassiliense,
GCA_001955695.1,1842727,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax koreense,
GCA_014648095.1,1848197,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus ruber,
GCA_004684095.1,1849735,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. UV11,
GCA_900142915.1,1855297,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp. OK098,
GCA_900108575.1,1855306,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Tardiphaga,Tardiphaga sp. OK245,
GCA_900188215.1,1855307,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Tardiphaga,Tardiphaga sp. OK246,
GCA_900115445.1,1855317,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. OK605,
GCA_001669335.1,1856860,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 1245852.3,
GCA_001672915.1,1856862,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. 1245805.9,
GCA_014643535.1,1867774,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Aliidongia,Aliidongia dinghuensis,
GCA_003167015.1,1869212,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,,Chitinophagaceae bacterium,
GCA_004210565.1,1871043,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,
GCA_004211245.1,1871043,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp.,
GCA_003136395.1,1871053,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp.,
GCA_004799395.1,1871053,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp.,
GCA_004799515.1,1871053,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp.,
GCA_017306585.1,1871066,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp.,
GCA_013361955.1,1871072,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,,Nocardioidaceae bacterium,
GCA_002735605.1,1871178,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp. BJB412,
GCA_003416965.1,1871350,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. BJB488,
GCA_016462415.1,1872085,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Williamsia,Williamsia sp.,
GCA_011620705.1,1873462,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,,Microbacteriaceae bacterium,
GCA_900215135.1,1873884,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. D7,
GCA_900101205.1,1881034,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. OK060,
GCA_900103365.1,1882747,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Afipia,Afipia sp. GAS231,
GCA_900142905.1,1882750,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. GAS332,
GCA_900109945.1,1882760,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. OK095,
GCA_900112425.1,1882775,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. OK212,
GCA_900111625.1,1882777,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. OV084,
GCA_900115375.1,1882827,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PDC80,
GCA_021805145.1,1883427,Bacteria,Actinobacteria,Actinomycetia,,,,Actinomycetia bacterium,
GCA_021807505.1,1883427,Bacteria,Actinobacteria,Actinomycetia,,,,Actinomycetia bacterium,
GCA_021846845.1,1883427,Bacteria,Actinobacteria,Actinomycetia,,,,Actinomycetia bacterium,
GCA_900215425.1,1884383,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. YR752,
GCA_900106655.1,1884385,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. YR634,
GCA_003152055.1,1891238,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,
GCA_019510465.1,1891238,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,
GCA_019510505.1,1891238,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,
GCA_021414305.1,1891238,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,Burkholderiales bacterium,
GCA_013289985.1,1891241,Bacteria,Proteobacteria,Betaproteobacteria,,,,Betaproteobacteria bacterium,
GCA_903644065.1,1891241,Bacteria,Proteobacteria,Betaproteobacteria,,,,Betaproteobacteria bacterium,
GCA_903970195.1,1891241,Bacteria,Proteobacteria,Betaproteobacteria,,,,Betaproteobacteria bacterium,
GCA_903970275.1,1891241,Bacteria,Proteobacteria,Betaproteobacteria,,,,Betaproteobacteria bacterium,
GCA_001899645.1,1895809,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. 73-21,
GCA_001898425.1,1895825,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium 69-11,
GCA_001899585.1,1895826,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,Rhodospirillales bacterium 70-18,
GCA_001898095.1,1895833,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium 70-9,
GCA_903642285.1,1895847,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas bacterium,
GCA_001899795.1,1895865,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. 67-131,
GCA_001898225.1,1895928,Bacteria,Chloroflexi,,,,,Chloroflexi bacterium 54-19,
GCA_001898805.1,1895934,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Leifsonia,Leifsonia sp. 71-9,
GCA_003590475.1,1896942,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. Larv2_ips,
GCA_013285655.1,1898104,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium,
GCA_013286235.1,1898104,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium,
GCA_013286325.1,1898104,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium,
GCA_013287375.1,1898104,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium,
GCA_013288945.1,1898104,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium,
GCA_013289015.1,1898104,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium,
GCA_013289045.1,1898104,Bacteria,Bacteroidetes,,,,,Bacteroidetes bacterium,
GCA_017983885.1,1903157,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Piscinibacter,Piscinibacter sp.,
GCA_900230215.1,1907575,Bacteria,Actinobacteria,Actinomycetia,Jatrophihabitantales,Jatrophihabitantaceae,Jatrophihabitans,Jatrophihabitans sp. GAS493,
GCA_002197845.1,1908690,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Fimbriiglobus,Fimbriiglobus ruber,
GCA_014380555.1,1909292,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,Rhizobacter sp.,
GCA_017881025.1,1909292,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rhizobacter,Rhizobacter sp.,
GCA_003133065.1,1909293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,Acetobacteraceae bacterium,
GCA_003151425.1,1909293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,Acetobacteraceae bacterium,
GCA_003168115.1,1909293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,Acetobacteraceae bacterium,
GCA_004193435.1,1909293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,Acetobacteraceae bacterium,
GCA_013166815.1,1909293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,Acetobacteraceae bacterium,
GCA_903645075.1,1909293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,Acetobacteraceae bacterium,
GCA_003131995.1,1909294,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,
GCA_003164825.1,1909294,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,
GCA_017305715.1,1909294,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,
GCA_900471175.1,1909294,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,
GCA_900472625.1,1909294,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,,Hyphomicrobiales bacterium,
GCA_003133565.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_003137075.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_003139475.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_003156675.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_003156735.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_003156855.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_003156915.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_013815355.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_017882505.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_019240115.1,1909295,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,,,Solirubrobacterales bacterium,
GCA_903970265.1,1911520,Bacteria,Actinobacteria,Actinomycetia,Actinomycetales,,,Actinomycetales bacterium,
GCA_003139615.1,1913988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,
GCA_004173075.1,1913988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,
GCA_005885285.1,1913988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,
GCA_013289905.1,1913988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,
GCA_013290035.1,1913988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,
GCA_013697055.1,1913988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,
GCA_017308475.1,1913988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,
GCA_021325215.1,1913988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,
GCA_021325375.1,1913988,Bacteria,Proteobacteria,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,
GCA_003132025.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_003133155.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_003133835.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_003134045.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_003135335.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_003140135.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_003154075.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_003163815.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_003164785.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_003164965.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_005878315.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_013289615.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_018820395.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_021323735.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_903970465.1,1913989,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium,
GCA_016082275.1,1914993,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. E3,
GCA_014377915.1,1926292,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Tardiphaga,Tardiphaga sp.,
GCA_017305915.1,1929291,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Reyranella,Reyranella sp.,
GCA_019750135.1,1929291,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Reyranellaceae,Reyranella,Reyranella sp.,
GCA_019245455.1,1930536,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,Sphingomonadaceae bacterium,
GCA_903642255.1,1930536,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,Sphingomonadaceae bacterium,
GCA_002154695.1,1932621,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Nostoc,Nostoc sp. T09,
GCA_003001875.1,1938799,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. BL18I3N2,
GCA_004339745.1,1938809,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. BL9I2N2,
GCA_003634845.1,1938810,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia sp. RAU2J,
GCA_002419965.1,1947321,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. UBA5706,
GCA_002368195.1,1954172,Bacteria,Cyanobacteria,,Nostocales,Calotrichaceae,Calothrix,Calothrix sp. NIES-2100,
GCA_002043095.1,1961706,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. AT1,
GCA_003133205.1,1969471,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sp.,
GCA_003166755.1,1969471,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella sp.,
GCA_903970225.1,1970488,Bacteria,Actinobacteria,,,,,Actinobacteria bacterium 21-64-8,
GCA_019637155.1,1971228,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,Labilithrix sp.,
GCA_019637175.1,1971228,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,Labilithrix sp.,
GCA_019637195.1,1971228,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,Labilithrix sp.,
GCA_019637225.1,1971228,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,Labilithrix sp.,
GCA_018240635.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_018240665.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_018240695.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_018241265.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
GCA_018241505.1,1977087,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium,
